New Code,New Name,Old Honolulu Code,Old Honolulu Name,Old Oahu Code,Old Oahu Name,Old Kaala Code,Old Kaala Name,Hex,Retired
Y210,Pumpkin Yellow,YR34,Yellow,Y593,Yellow,Y593,Yellow,e89b53
Y211,Deep Yellow,,,Y697,Deep Yellow,Y697,Deep Yellow,e0944b
Y212,Golden Yellow,Y150,Grain Yellow,,,,,db9a51
Y213,Dark Marigold,YR2,Marigold,Y792,Marigold,Y792,Marigold,e49c01
Y214,Sweet Potato,,,YR593,Jurassic Gold,,,dc874c
Y215,Toffee,Y180,Shallow Orange Cafe,,,,,d18850
Y216,Caramel,YR1,Dark Yellow,Y583,Dark Yellow,Y583,Dark Yellow,c68e54
Y26,Light Gold,Y3,Barium Yellow,Y295,Barium Yellow,Y295,Barium Yellow,fde16d
Y27,Sunflower,Y1 ,Pastel Yellow,Y494,Pastel Yellow,,,ffd348
Y28,Corn Yellow,Y6,Lemon Yellow,Y495,Lemon Yellow,Y495,Lemon Yellow,ebae5c
Y29,Melon Yellow,YR33,Melon Yellow,Y691,Melon Yellow,Y691,Melon Yellow,eda14c
Y310,Gold Satin,,,Y488,Shallow Earth,Y488,Shallow Earth,ddb16e
Y311,Termite Beige,Y270,Pale Ocre,,,,,d4ac75
Y315,Olive Yellow,Y8,Olive Yellow,Y764,Olive Yellow,Y764,Olive Yellow,bd9057
Y34,Eggnog Yellow,Y121,Prmrose,Y195,Primrose,Y195,Primrose,fbf1d9
Y37,Light Wheat,,,Y291,Naples Yellow,,,ebca94
Y39,Straw,Y260,Yellow Dahlia,,,,,e8c084
Y410,Goldenrod,YR260,Yellowish Brown,,,,,ecaf73
Y411,Eggshell Brown,,,YR394,Eggshell,YR394,Eggshell,f2b383
Y412,Apple Cider,E490,Deep Orange,,,,,e4a884
Y413,Fawn,E240,Chamois,,,,,d2a17f
Y415,Sand Storm,Y9,Yellow Ochre,Y585,Yellow Ocher,Y585,Yellow Ocher,c89367
Y416,Golden Brown,Y210,Deep Teak,Y569,Deep Teak,,,ad7957
Y42,Warm Ivory,Y110,Grayish Yellow,,,,,fae0c5
Y43,Warm Beige,YR212,Milk White,E191,Cream Color,E191,Cream Color,f7ddc0
Y45,Cream,YR240,Cream,,,,,f2c39d
Y46,Peach Yogurt,YR250,Moccasin,,,,,f4b684
Y48,Light Apricot,YR6,Primary Yellow,Y396,Primary Yellow,Y396,Primary Yellow,edb37e
Y49,Autumn Leaf,Y140,Nugget,,,,,ecb071
Y515,Light Walnut,E370,Light Walnut,,,,,b48670
Y516,Walnut,,,E761,Vignone,E761,Vignone,9a6f5a
Y55,Golden Champagne,Y120,Buttercup Yellow,,,,,fddfbe
Y56,Milkshake,YR230,Light Reddish Yellow,,,,,facc94
Y57,Unbleached Titanium,,,E293,Pale Cream,E293,Pale Cream,fbcea0
Y59,Marigold Yellow,Y130,Mustard,,,,,e7b781
Y610,Sand,,,E182,Putty,E182,Putty,d7bb9f
Y611,Dark Sand,Y11,Brown Grey,E280,Brown Grey,,,caa585
Y613,Twine Beige,,,E371,From Dust,E371,From Dust,bd9f7d
Y615,Olive Wood,,,Y468,Taffy,Y468,Taffy,a38065
Y62,Sandy Beige,E280,Sand White,,,,,f7e5d3
Y66,Almond Cream,,,E286,Mushroom White,N/A,New Codes Only,e6c2a0
Y68,Light Milk Tea,,,E187,Milk Tea Multi,,,e3c7a9
Y69,Milk Tea,E210,Brick Beige,,,,,e0c3a6
YG012,Yellow Green,GY4,Yellow Green,G289,Yellow Green,G289,Yellow Green,dae67f
YG013,Chartreuse,,,G487,Chartreuse Green,G487,Chartreuse Green,c6bc5e
YG014,Matcha,,,G369,Matcha Green,,,a1a25a
YG015,Dark Olive,GY42,Bronze Green,G554,Bronze Green,G554,Bronze Green,88895d
YG06,Sugarcane,GY7,Sugarcane,,,,,dae3a8
YG07,Honeydew Melon,G050,Celadon Green,G291,Celadon Green,,,d9dc93
YG111,Celery,G060,Celery Yellow,G292,Celery Yellow,,,e1d791
YG112,Lemon Lime,G070,Lemon Green,G495,Lemon Green,,,dfd478
YG113,Pear Green,G080,Limeade,,,,,cec55f
YG114,Olive Green,,,G578,Deep Yellow Green,,,b2a45b
YG211,Edamame,GY5,Absinthe,,,,,adb862
YG212,Guacamole,GY8,Petits Pois,G468,Petits Pois,G468,Petits Pois,9e945d
YG215,Thatch Green,G300,Dark Olive,G536,Dark Olive,,,8d8670
YG29,Apple Green,G260,Apple Green,G287,Apple Green,,,b5c083
YG312,Artichoke Green,G270,Moss,,,,,a7b98b
YG313,Camo Green,,,G364,Seedling Green,,,94a57b
YG35,Fog Green,G230,Willow,,,,,bccbac
YG36,Beige Green,G240,Beige Green,,,,,b7c4a5
YG413,Fern Green,G470,Pine Tree Green,,,,,7c9e76
YG414,Dark Fern Green,GY43,Deep Olive Green,G345,Deep Olive Green,G345,Deep Olive Green,6f8d70
YG415,Cascade Green,G7,Chromium Oxide Green,,,,,63756d
YG510,Bud Green,GY3,Bud Green,G479,Bud Green,G479,Bud Green,9bcd24
YG610,Bright Lime,G170,May Green,G494,May Green,,,99cd69
YG611,Mantis Green,G190,Olive Green,,,,,8dc169
YG66,Fresh Green,G130,Acid Green,G299,Acid Green,,,cce3ae
YGY01,Cornforth White,,,RG020,Red Grey 020,,,eae6e3
YGY02,Abalone Grey,RG030,Red Grey 03,,,,,e2dad4
YGY03,Worldly Grey,,,E685,Gray Wolf Hair,,,e0d4cc
YGY05,Dovetail Grey,RG050,Red Grey 05,,,,,baaeaf
YGY11,Collingwood Grey,WG01,Warm Grey 1,WG150,Warm Grey 150,WG150,Warm Grey 150,d5d2c8
YGY13,Oyster Grey,WG050,Warm Grey 05,WG050,Warm Grey 050,,,d5d2c8
YGY17,Platinum Grey,WG070,Warm Grey 07,,,,,bcb1ab
YGY18,Stone Grey,WG090,Warm Grey 09,,,,,928b87
YGY21,Pearl,,,YG010,Yellow Grey 010,N/A,New Codes Only,eae8e1
YGY22,Grey Tint,,,YG020,Yellow Grey 020,YG020,Yellow Grey 020,d7d4d2
YGY24,Horizon Grey,,,YG030,Yellow Grey 030,,,c8c5c2
YGY25,Sea Salt,,,YG040,Yellow Grey 040,YG040,Yellow Grey 040,cacac5
YGY26,Cement Grey,,,YG051,Yellow Grey 51,N/A,New Codes Only,aaa9a0
YGY27,Deep Horizon Grey,,,YG150,Yellow Grey 150,YG150,Yellow Grey 150,9a988e
YR00,Barely Blush,E010,Pale Fruit Pink,,,,,ffe1d3
YR01,Milk White,E330,Milky White,,,,,faecdb
YR014,Tuscan Orange,,,YR687,Tuscan Orange,,,da8560
YR015,Burnt Orange,YR172,Tiger Lily,,,,,db8057
YR02,Peach Silk,WG0.5,Warm Grey 0.5,WG140,Warm Grey 140,WG140,Warm Grey 140,fee7d6
YR03,Pastel Blush,YR220,Yellowish Shade,,,,,fbe3d3
YR04,Pastel Peach,R18,Pastel Peach,E494,Pastel Peach,E494,Pastel Peach,fae1d0
YR05,Cotton Pearl,E020,Cotton Pearl,,,,,ffd1b8
YR06,Raw Cashew,E090,Eggshell White,,,,,fbd2bc
YR07,Salmon Orange,YR4,Salmon Pink,YR295,Salmon Pink,N/A,New Codes Only,ffaf71
YR09,Sandstone,YR7,Cadium Yellow,YR596,Cadmium Yellow,YR596,Cadmium Yellow,f9a375
YR11,Peachy Blush,YR110,Mellow Peach,YR297,Mellow Peach,,,fcdacb
YR110,Light Orange,,,YR695,Apricot Orange,,,ed8e5c
YR111,Persimmon,Y10,Apricot,,,,,f68b50
YR112,Orange,YR3,Orange,YR792,Orange,,,ff8a28
YR114,Deep Sunset Orange,,,YR892,French Vermillion,YR892,French Vermillion,f1735a
YR115,Blood Orange,,,,,Y794,Sanguine Orang,ea7b55
YR17,Sunset Orange,Y4,Quince,,,,,fab58a
YR19,Marigold Orange,YR170,Chrome Orange,YR696,Chrome Orange,,,f8ad66
YR213,Squash Orange,YR180,Lipstick Orange,,,,,e97d60
YR214,Terracotta,E070,Brown,E686,Brown,,,df8574
YR215,Aged Cherry Wood,E080,Praline,,,,,953b0f
YR25,Powder Orange,YR205,Powdery Orange,YR196,Powdery Orange,YR196,Powdery Orange,fab898
YR27,Peach Cobbler,,,YR496,Peach Puff,,,f1a485
YR28,Apricot,,,,,Y360,Yellowish Orange,f8a684
YR29,Grapefruit,YR8,Salmon,YR495,Salmon,YR495,Salmon,f69476
YR310,Light Toffee,,,E384,Red Gray,,,d1957e
YR312,Light Earth Brown,E110,Dark Suntan,,,,,cc8e76
YR313,Potato Brown,BR2,Potato Brown,E763,Potato Brown,E763,Potato Brown,a6552a
YR314,Sandalwood,E260,Leather,,,,,a97461
YR316,Hazelnut Cocoa,,,E645,Burnt Orange,E645,Burnt Orange,8d6255
YR33,Rose Cream,R19,Barely Beige,R196,Barely Beige,R196,Barely Beige,fadacb
YR34,Peach Cream,R20,Powder Pink,E194,Powder Pink,E194,Powder Pink,fac7b9
YR36,Orange Pie,,,E399,Sandy Brown,N/A,New Codes Only,f4b69c
YR37,Roasted Cashew,YR20,Morin,E477,Morin,E477,Morin,f1b28d
YR38,Burnt Ochre,YR107,Reddish Yellow,YR492,Reddish Yellow,YR492,Reddish Yellow,e5a484
YR39,Cinnamon,BR3,Rose Beige,E287,Rose Beige,E287,Rose Beige,ffaa9a
YR43,Pale Cherry Pink,R080,Pale Cherry Pink,,,,,fcdbcf
YR44,Pale Complexion,,,R194,Skin White,R194,Skin White,f4ccc0
YR45,Rosewater,E030,Pink Flamingo,,,,,ffd0c5
YR47,Dusty Peach,R29,Pear Color,R195,Pear Color,R195,Pear Color,f7c4b9
YR510,Spicy Salmon,,,YR493,Mid Orange,YR493,Mid Orange,f8a390
YR511,Pale Coral,YR090,Peach Pie,YR494,Peach Pie,,,f69172
YR513,Papaya,YR190,Cadmium Orange,,,,,f47c60
YR515,Burnt Sienna,YR5,Terra Cotta,E679,Terra Cotta,E679,Terra Cotta,c97765
YR52,Cameo Rose,YR030,Carmine Red,YR198,Carmine Red,,,fae0d7
YR54,Pink Frost,R030,Light Salmon Pink,R198,Light Salmon Pink,,,fad5cb
YR55,Pink Lemonade,E470,Tea Rose,,,,,f2c5bb
YR56,Light Apricot Pink,R090,Light Tea Rose,,,,,f6c8bc
YR57,Tropical Peach,BR208,Black Brown,YR296,Black Brown,,,ee8354
YR58,Pink Sand,R050,Chocolate Pink,R294,Chocolate Pink,,,fabdb2
YR59,Cantaloupe,YR070,Light Orange,,,,,f9af9c
B00,Ice,,,,,,,f8fcfe,
B210,Daydream,,,,,BG04,?,a3cbe1,
B29,Pale Classic Blue,,,,,BG02,?,a4d4e7,
B30,Bridal Blue,,,,,BG25,?,eff3f5,
B312,Slate Blue,,,,,BG15,?,82aabd,
B38,Bridal Shadow,,,,,BG26,?,d5dee5,
B39,Dove Blue,,,,,BG27,?,c9d4db,
BG39,Aqua,,,,,BG11,?,a8d9d0,
BV30,Snow,,,,,,,f2f4f5,
BV33,Dewdrop,,,,,,,e1edf4,
BV510,Faded Denim,,,,,BG07,?,82a1cc,
CG11,Cadet Grey,,,,,MG27,?,e4e5e3,
E213,Khaki Green,,,,,YG31,?,b49666,
E23,Champagne Froth,,,,,YG01,?,ece2c2,
E50,Modern Grey,,,,,MG09,?,eee1cd,
E810,Rosy Finch,,,,,RG28,?,ac8886,
E96,Dark Rose Grey,,,,,RG21,?,ccada6,
G37,Rosemary Green,,,,,GG28,?,7eb993,
G42,Limeade,,,,,,,e3efd4,
GG02,Mist,,,,,MG25,?,eaebe6,
R29,Dusty Fuchsia,,,,,RG05,?,e59aae,
R53,Lilac Lace,,,,,RG25,?,f0d3de,
R614,Plum Espresso,,,,,RG30,?,76626b,
RV00,Evening Primrose,,,,,,,fef4f8,
RV44,Aged Lilac,,,,,RG26,?,dfbfd4,
RV52,Pale Lilac,,,,,,,efdbe9,
V11,Pale Orchid,,,,,BG35,?,ece2ef,
WG11,Baby Powder White,,,,,MG33,?,f1f1ee,
Y312,Dark Moon Yellow,,,,,YG07,?,d8b05f,
Y38,Wheat,,,,,YG05,?,e3c59a,
Y40,Lemon Meringue,,,,,,,f8f2e7,
Y41,Vanilla Yellow,,,,,,,f6e4d5,
Y52,Corn Silk,,,,,,,f9efd5,
Y53,Champagne,,,,,,,fbeed4,
Y58,Orange Sorbet,,,,,YG04,?,edc68d,
YG00,Lemon Water,,,,,,,f8fae8,
YG011,Wasabi,,,,,YG28,?,dbd790,
YG05,Pale Yellow Green,,,,,YG27,?,e3c69a,
YG314,Army Green,,,,,GG23,?,a8a97c,
YG512,Sap Green,,,,,GG20,?,98ac55,
YG59,Avacado Green,,,,,GG18,?,c2d67e,
YGY20,Shoreline Grey,,,,,YG33,?,eeede6,
YGY23,Grey Screen,,,,,YG35,?,d3d1c9,
YR016,Canyon Red,,,,,,,d07b46,
YR35,Pale Rose,,,,,RG10,?,f8c4b2,
YR42,Light Champagne,,,,,RG01,?,fde5db,
YR50,Seashell,,,,,,,faf5ee,
YR53,Rose Quartz,,,,,,,fbdccf,
GY163,Green Bice,GY163,Green Bice,,,,,cfe07e,1
